company_name,typeOfBusiness,sector,regionsOfOperation,newRegionsTargeting,website
Supplier (product or service),"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Asia, Latin America, Australasia, MENA (Middle East North Africa)",Africa,
ARRISE Powering Pragmatic Play,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Uplatform,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports","Europe, Asia, Africa, Latin America","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)",
Alea,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Latin America","Australasia, MENA (Middle East North Africa)",
Uplatform,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports","Europe, Asia, Africa, Latin America","Europe, Asia, Africa, Latin America",
ARRISE Powering Pragmatic Play,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
ARRISE Powering Pragmatic Play,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Esports",Europe,Europe,
LiveG24 Ltd,"Supplier (product, technology or service)","Casino & Games, Bingo","Europe, Africa, Latin America",North America,https://www.liveg24.com/
Interamplify,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Latin America, MENA (Middle East North Africa)",https://interamplify.com/
Art of Spin,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Bazoom Group,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://bazoom.com/
Betup Media,"Supplier (product, technology or service)",Casino & Games,"Europe, North America","Europe, North America, Latin America",
100hp Media,"Supplier (product, technology or service)","Casino & Games, Bingo",Europe,Europe,https://100hp.game/
SkyControl.Bet,"Supplier (product, technology or service)","Casino & Games, Esports","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
ArtiGaming,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
HMS,"Supplier (product, technology or service)","Casino & Games, Payments","Asia, Latin America","Europe, Asia, Africa",
Arxmatic,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Asia Sportmarketing,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Asia, Africa, Latin America","Asia, Africa, Latin America",
Askmebet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Hospitality, Coin-op/Amusements, Security/Cyber-security, Payments, Tribal, Social",Asia,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.askmeslots.com/
Asteri Solutions Inc.,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"North America, Asia, Latin America","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.xipcasino.com/en
Atlantic Lottery Corporation,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery",North America,North America,
ATOM,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,Asia,
ATOM LLC,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Sports Betting, Esports, Payments","Europe, Asia, MENA (Middle East North Africa)","Europe, Latin America, MENA (Middle East North Africa)",
ATUNOVOGAMES,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Income Access,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)",
Automáticos del asin,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Automáticos Vima sl,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Coin-op/Amusements",Europe,Europe,
Avento LTD,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
1X2 Network,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Africa, Latin America","Europe, North America, Africa, Latin America",
Avento MT,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Playtech,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
AVS Global Payment SRL,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Lottery, Sports Betting","Europe, North America, Africa",Latin America,
AWGT LTD,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,"Europe, Asia, Africa, Latin America",https://www.awgt.com/
Axiona,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Payments",Europe,Europe,
StayPartners,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Axipays,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Lottery, Sports Betting, Payments","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",Europe,https://www.axipays.com/
Supplier (product or service),"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America",http://www.caletagaming.com/
TWGstudio OU / Twin Win Games,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery","Europe, North America, Africa","Asia, Latin America",https://www.twinwingames.com/
Axtion,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Latin America,Latin America,
Medier,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Latin America","Europe, North America, Asia, Latin America",
China,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.laaffic.com/
AZ,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
b spot / Game Play Network,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,North America,Europe,https://bspot.com/
Tronex.Energy,"Supplier (product, technology or service)","Casino & Games, Payments","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://tronxenergy.com/
ADELL Trading a.s.,"Supplier (product, technology or service)",Casino & Games,Europe,"Europe, Africa, Latin America",
B.Heiling OG,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Wise Gaming,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports","Europe, Asia, Latin America",North America,https://wisegaming.com/
Mediahut,"Supplier (product, technology or service)",Casino & Games,"Europe, North America",Europe,https://www.mediahut.co.uk/
B1BET,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting",Latin America,Latin America,
Propane,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports",Latin America,Latin America,
Skilrock,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting","Europe, North America, Asia, Africa, Latin America","Europe, North America, Latin America",http://www.skilrock.com/
Supplier (product or service),"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America",Africa,
Alea Partners,"Supplier (product, technology or service)","Casino & Games, Bingo, Sports Betting","Europe, Asia, Africa","Latin America, MENA (Middle East North Africa)",
Supplier (product or service),"Supplier (product, technology or service)",Casino & Games,"Europe, North America","Europe, North America",http://www.igamingcalendar.com/
ISolutions,"Supplier (product, technology or service)","Casino & Games, Lottery, Sports Betting",Africa,"Europe, Africa, Latin America",https://www.isolutions.it/
B2Tech,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Africa,Latin America,
B2Tech,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting, Payments",Africa,"Africa, Latin America",
